Course,Area of Interest,History,Political Science,Sociology,Psychology,Economics,Philosophy,Geography,English,Hindi,Sanskrit,Fine Arts,PE,Logical Reasoning,Memory,Communication,Empathy,Creativity,Critical Thinking,Final Score,Career Options
BA Archaeology,Archaeology & Heritage,85,57,41,59,48,58,85,61,54,76,55,60,47,89,69,57,49,88,70.18,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,80,43,42,49,51,57,99,65,60,61,49,41,48,89,61,47,56,96,65.22,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,97,51,56,48,58,53,93,76,41,67,44,46,55,95,76,46,59,87,68.42,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,90,54,57,45,51,54,85,77,59,68,47,53,58,98,67,41,43,85,66.71,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,82,58,50,49,51,53,97,68,54,62,50,49,57,83,72,45,60,92,70.11,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,84,59,53,52,53,47,95,72,54,78,40,41,57,98,67,42,53,88,67.76,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,96,55,49,60,49,45,96,75,54,73,43,43,41,90,63,60,60,95,70.98,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,83,40,58,41,48,52,97,75,55,69,48,50,43,89,62,45,42,88,64.62,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,97,47,47,54,52,46,98,67,49,76,40,52,52,95,68,49,45,84,65.89,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,90,48,45,47,48,48,87,71,47,62,52,58,41,96,75,43,57,93,65.44,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,92,60,59,56,54,59,84,66,57,70,57,44,52,97,61,59,43,92,70.64,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,85,47,55,52,43,41,88,77,56,67,54,48,56,81,65,44,56,81,68.11,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,89,49,45,51,56,52,99,75,49,80,41,41,46,85,60,51,52,91,69.02,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,88,49,56,57,47,46,88,69,51,74,54,43,43,80,71,41,54,96,66.4,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,85,51,58,40,60,53,83,64,40,60,60,45,44,81,80,44,48,98,68.62,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,94,52,51,44,41,43,97,80,49,72,51,41,54,93,69,47,54,92,67.36,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,100,60,53,40,52,47,97,68,52,62,57,49,44,85,67,46,60,97,69.09,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,94,49,60,51,46,46,90,72,54,77,46,45,50,87,79,40,47,87,69.38,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,82,44,42,54,53,60,94,76,57,61,51,55,43,81,73,50,52,86,67.31,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,80,60,43,57,45,41,82,73,47,75,58,57,45,93,62,55,40,91,67.67,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,98,58,48,46,53,44,97,68,60,66,48,43,56,91,65,57,47,100,69.69,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,82,41,48,47,43,41,93,61,41,66,51,45,57,83,78,52,59,100,64.56,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,87,58,48,43,55,58,89,65,55,69,52,48,46,83,78,43,58,98,68.56,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,92,43,49,60,46,44,96,77,50,74,60,46,57,85,77,55,41,98,67.11,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,90,59,44,55,40,58,93,62,41,64,56,57,40,94,68,44,52,98,67.36,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,99,60,53,60,51,50,86,76,57,66,59,45,50,91,75,58,58,90,71.62,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,91,47,42,41,45,55,99,74,53,61,59,57,53,97,61,40,59,81,67.16,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,88,55,50,45,51,42,91,60,48,79,45,50,42,83,69,58,45,80,65.44,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,87,45,56,58,40,54,92,80,42,61,42,48,55,92,78,57,60,91,68.78,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,80,59,47,56,60,59,86,68,56,69,43,46,46,87,67,55,51,94,67.58,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,88,42,60,55,54,43,99,75,49,70,44,50,52,94,65,55,54,90,70.42,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,81,41,51,55,58,41,96,73,55,64,49,56,52,95,68,43,55,90,67.11,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,96,52,43,53,49,49,89,71,41,68,44,47,60,93,66,46,48,82,67.36,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,96,57,51,53,52,53,88,78,41,70,56,41,58,86,77,52,44,97,70.11,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,94,47,54,40,56,54,93,73,49,61,45,56,44,84,74,54,59,90,66.89,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,80,50,50,45,47,41,94,68,54,67,55,53,54,99,72,48,40,85,66.38,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,99,57,57,56,60,55,92,63,43,80,53,44,55,93,73,53,53,98,69.02,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,96,53,49,52,43,50,94,74,41,70,41,44,52,80,66,46,49,85,68.02,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,91,52,50,57,41,55,81,78,45,60,50,57,49,97,60,58,55,86,68.67,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,80,60,48,41,56,49,85,64,47,67,44,51,46,92,72,56,43,97,66.6,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,82,51,40,50,57,52,96,67,59,78,56,41,42,82,65,49,57,97,68.42,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,95,46,40,56,44,40,100,76,49,71,59,41,55,94,72,57,59,93,70.38,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Archaeology,Archaeology & Heritage,81,41,42,44,55,54,91,68,53,80,55,50,45,89,67,55,42,81,67.58,"Archaeologist, Museum Curator, Heritage Conservation Specialist, Researcher / Academic, Tourism & Cultural Resource Manager"
BA Performing Arts,Theatre & Performing Arts,58,48,75,63,49,58,52,97,54,43,88,43,55,60,94,61,93,42,66.96,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,40,48,76,73,56,40,49,95,58,42,91,42,54,56,97,66,98,46,66.89,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,47,60,75,75,58,54,46,84,50,49,100,48,40,59,80,67,82,41,66.16,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,58,50,64,69,47,52,44,91,52,47,94,52,40,45,90,72,100,59,66.04,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,50,50,67,62,58,51,45,87,44,49,95,51,56,45,88,69,99,53,68.33,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,56,55,63,61,55,40,42,90,55,57,94,48,51,57,84,67,82,41,68.4,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,47,41,78,60,52,59,56,82,48,44,85,43,56,60,100,80,95,55,68.71,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,41,56,74,77,49,45,60,95,44,51,85,53,55,46,81,65,88,46,65.58,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,58,47,70,63,55,57,52,84,41,50,80,52,44,57,93,72,86,47,68.64,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,46,59,76,75,50,58,40,100,47,40,88,58,60,48,100,69,90,40,70.64,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,47,59,71,60,49,43,54,98,45,44,84,57,42,41,83,77,88,58,66.69,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,54,40,70,73,49,58,60,95,47,41,86,58,46,54,87,73,80,52,66.31,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,60,45,78,74,43,60,42,83,44,57,89,47,51,42,97,67,80,53,67.82,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,51,42,77,80,52,54,49,80,45,48,89,54,48,53,90,66,81,53,66.42,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,44,44,78,78,45,49,53,96,42,40,89,42,44,58,89,75,80,45,66.09,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,44,53,69,61,44,40,49,88,42,54,83,52,45,59,96,64,94,47,64.98,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,52,40,60,66,44,53,54,100,56,57,86,57,58,59,86,67,92,57,68.84,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,48,40,67,80,51,41,54,100,57,56,94,59,59,48,82,79,98,57,71.8,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,47,40,74,78,49,51,45,92,43,52,96,40,44,56,97,66,95,47,67.62,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,53,58,70,71,52,47,40,88,41,53,92,55,41,43,91,75,89,42,65.53,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,45,44,77,62,49,50,58,93,60,50,100,43,45,56,98,72,89,50,67.71,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,41,40,70,75,42,44,54,94,43,43,87,46,56,54,84,72,83,56,67.38,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,53,53,76,67,41,52,55,95,45,43,82,45,43,57,85,64,88,50,65.62,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,55,58,70,80,54,48,58,98,48,43,89,48,58,54,98,61,89,58,71.07,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,59,60,61,78,56,57,56,81,58,40,90,49,44,55,84,71,83,45,69.69,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,48,51,74,75,52,60,46,99,43,50,87,45,49,46,86,63,82,46,65.58,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,52,59,76,66,56,43,50,82,50,42,91,40,43,53,80,73,92,52,67.69,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,56,51,73,71,57,43,53,98,52,57,90,45,48,51,98,73,94,50,68.56,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,53,42,78,79,50,56,56,82,53,46,98,42,41,56,88,65,100,48,67.16,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,41,54,68,78,49,43,49,87,52,46,86,43,54,51,95,65,88,42,65.89,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,46,43,72,78,46,49,51,82,51,58,94,47,51,59,85,69,81,52,66.71,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,47,55,70,63,56,55,58,90,46,52,98,56,52,51,86,60,80,59,69.0,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,54,50,68,76,43,59,58,86,40,48,92,41,41,54,96,72,86,48,67.62,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,42,54,66,60,53,58,55,89,40,44,82,56,57,60,98,77,95,41,68.89,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,52,52,75,67,50,47,49,80,51,48,84,48,55,57,87,70,99,58,66.78,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,59,49,72,79,53,60,41,83,46,58,96,55,52,57,100,71,80,54,68.18,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
BA Performing Arts,Theatre & Performing Arts,45,53,65,60,59,45,47,94,53,55,99,55,58,40,83,69,99,57,66.69,"Actor / Theatre Artist, Musician / Dancer, Performing Arts Teacher, Stage / Event Performer, Choreographer / Director"
